sigma,scaled_coordinate,observed,conditioned_profile,unconditioned_profile,affine_profile
0.001,-0.44615173090600835,0.0001343353532838455,6.680639573276121e-05,6.680825687989865e-05,0.021232510030348723
0.001,-0.4430635691285029,0.0001563046828367355,7.910025519075809e-05,7.91026185194866e-05,0.022090708125935016
0.001,-0.43997540735099405,0.00018150067866311872,9.343611240221542e-05,9.343910456798751e-05,0.02297726915451281
0.001,-0.4368872455734852,0.00021033711722053566,0.00011011274741962102,0.00011011652464126801,0.023892833679965475
0.001,-0.4337990837959763,0.00024327180071485665,0.00012946586944987038,0.00012947062380197895,0.024838043461716783
0.001,-0.4307109220184674,0.00028081000811158805,0.0001518716446718354,0.00015187761156842648,0.02581354078203496
0.001,-0.427622760240962,0.00032350806273489483,0.00017775041720760842,0.00017775788426796697,0.026819967745897316
0.001,-0.42453459846345315,0.0003719770011898904,0.00020757061476582494,0.00020757993227583143,0.027857965553515725
0.001,-0.4214464366859443,0.0004268863256686442,0.00024185282740832447,0.00024186442061379398,0.02892817374565508
0.001,-0.41835827490843536,0.000488967818949788,0.0002811740446140281,0.00028118842810575785,0.030031229421978452
0.001,-0.4152701131309265,0.0005590193986011886,0.00032617203234705977,0.0003261898268196831,0.031167766432671908
0.001,-0.4121819513534211,0.0006379089840824169,0.0003775498282136879,0.0003775717799009092,0.03233841454368931
0.001,-0.40909378957591225,0.0007265783476469422,0.00043608032904842743,0.00043610733215431255,0.033543798576021105
0.001,-0.4060056277984033,0.0008260469172054528,0.000502610941444038,0.0005026440639018922,0.03478453751943282
0.001,-0.40291746602089445,0.0009374154966732644,0.000578068261884126,0.0005781087747787583,0.03606124362123072
0.001,-0.3998293042433856,0.0010618698668213129,0.0006634627492954466,0.0006635121602783792,0.037374521450637056
0.001,-0.3967411424658802,0.0012006842273329028,0.0007598933490721876,0.0007599534400790455,0.03872496693945083
0.001,-0.3936529806883713,0.0013552244386825258,0.0008685520239932643,0.0008686248935338332,0.040113166399745985
0.001,-0.3905648189108624,0.0015269510206322196,0.0009907281440165309,0.000990816254245584,0.041539695519396735
0.001,-0.38747665713335355,0.0017174218626511176,0.0011278126837647546,0.0011279189124495431,0.04300511833635012
0.001,-0.3843884953558447,0.0019282946004237512,0.001281302173670119,0.0012814298710411003,0.04450998619258224
0.001,-0.38130033357833926,0.0021613286118841585,0.0014528023482972712,0.0014529553985937178,0.04605483666878159
0.001,-0.3782121718008304,0.0024183865859287615,0.001644031433377518,0.0016442143206693153,0.04764019250087844
0.001,-0.3751240100233215,0.002701435617144651,0.0018568230116199791,0.0018570408891899531,0.049266560479577885
0.001,-0.37203584824581265,0.003012547780604148,0.0020931284064950656,0.002093387168689897,0.05093443033419
0.001,-0.3689476864683037,0.0033539001420075224,0.0023550185229431896,0.0023553248779311243,0.052644273602064445
0.001,-0.36585952469079835,0.0037277741602584685,0.0026446850844210204,0.002645046625715384,0.054396542485044996
0.001,-0.3627713629132895,0.004136554441935745,0.002964441206890812,0.0029648664807924597,0.05619166869443412
0.001,-0.3596832011357806,0.004582726810062636,0.0033167212523127643,0.003317219817573253,0.05803006228599045
0.001,-0.3565950393582717,0.005068875653137199,0.0037040799069708854,0.0037046623819612214,0.059912110486622636
0.001,-0.3535068775807628,0.005597680524478135,0.004129190433523213,0.004129868524989278,0.06183817651444448
0.001,-0.35041871580325745,0.0061719119666215645,0.004594842050062652,0.004595628556135804,0.06380859839396284
0.001,-0.3473305540257486,0.006794426540727027,0.0051039363946771485,0.005104845173164458,0.06582368776824081
0.001,-0.34424239224823966,0.007468161046630842,0.005659483039981666,0.005660528931062375,0.06788372870989491
0.001,-0.3411542304707308,0.008196125925413685,0.006264594028867777,0.00626579271914894,0.0699889765329313
0.001,-0.3380660686932219,0.008981397842901504,0.006922477410173954,0.006923845222588221,0.07213965660740342
0.001,-0.33497790691571655,0.009827111459501003,0.007636429761125367,0.007637983352369145,0.07433596317897861
0.001,-0.3318897451382076,0.010736450399034066,0.008409827692125648,0.008411583636220792,0.07657805819555785
0.001,-0.32880158336069876,0.011712637436673423,0.009246118338710608,0.009248092571815938,0.0788660701430931
0.001,-0.3257134215831899,0.012758923933784904,0.010148808855171254,0.010151015952965189,0.08120009289288485
0.001,-0.322625259805681,0.01387857855512107,0.01112145493431529,0.011123907189117346,0.08358018456259873
0.001,-0.31953709802817565,0.015074875311536843,0.012167648388054267,0.012170354648358516,0.08600636639333217
0.001,-0.3164489362506667,0.016351080978992242,0.013291003833805545,0.013293968064078867,0.08847862164510083
0.001,-0.31336077447315785,0.017710441951939732,0.014495144541942106,0.01449836405541987,0.09099689451309319
0.001,-0.310272612695649,0.019156170596379044,0.015783687509678904,0.01578715082150683,0.0935610890671666
0.001,-0.30718445091814006,0.020691431174531885,0.01716022783656974,0.017163912079041315,0.09617106821698641
0.001,-0.3040962891406347,0.02231932541936334,0.01862832248621838,0.018632190322103115,0.09882665270528446
0.001,-0.3010081273631258,0.024042877842917212,0.02019147352767355,0.020195469491796684,0.10152762013173014
0.001,-0.29791996558561695,0.025865020867430658,0.02185311095812762,0.021857157151534173,0.10427370400985539
0.001,-0.29483180380810803,0.027788579872661968,0.023616575215984065,0.023620566271301068,0.10706459285958556
0.001,-0.29174364203059916,0.029816258256360875,0.025485099499781515,0.025488896730896132,0.10989992933782247
0.001,-0.2886554802530938,0.03195062260757741,0.027461792013953185,0.027465216657979134,0.11277930940957744
0.001,-0.2855673184755849,0.034194088094410276,0.029549618266755753,0.029552443721604454,0.11570228156214322
0.001,-0.282479156698076,0.03654890416858316,0.03175138354881584,0.03175332650567142,0.11866834606470927
0.001,-0.2793909949205671,0.03901714068934139,0.03406971572271745,0.03407042608949249,0.12167695427591466
0.001,-0.27630283314305826,0.04160067456799789,0.03650704845456659,0.03650609796415112,0.12472750800169008
0.001,-0.2732146713655529,0.044301177032472126,0.03906560501775025,0.03906247441372423,0.12781935890576657
0.001,-0.27012650958804396,0.04712010160817817,0.041747382796995705,0.041741447489619554,0.13095180797519052
0.001,-0.2670383478105351,0.050058672907539674,0.04455413861728678,0.04454465270417456,0.13412410504306332
0.001,-0.2639501860330262,0.0531178763155987,0.04748737501747441,0.04747345356654122,0.13733544837079303
0.001,-0.26086202425551736,0.05629844865323448,0.050548327582181404,0.05052892707937854,0.1405849842919607
0.001,-0.257773862478012,0.059600869892937454,0.05373795343827892,0.053711850309408886,0.1438718069199061
0.001,-0.25468570070050306,0.06302535599458979,0.05705692101366729,0.057022688138306105,0.14719495792106707
0.001,-0.2515975389229942,0.06657185292053593,0.060505601146376715,0.0604615822926973,0.15055342635594798
0.001,-0.2485093771454853,0.07024003188052576,0.06408405962152307,0.06402834174365708,0.1539461485896417
0.001,-0.24542121536797643,0.07402928584778255,0.06779205120205366,0.06772243455656149,0.15737200827360215
0.001,-0.24233305359047105,0.07793872737775576,0.07162901520710033,0.07154298126211753,0.16082983640034335
0.001,-0.23924489181296216,0.08196718775110508,0.07559407267898598,0.07548874980861685,0.16431841143263587
0.001,-0.23615673003545326,0.08611321745221583,0.07968602516664969,0.07955815214408318,0.16783645950858395
0.001,-0.2330685682579444,0.09037508798431551,0.08390335513992887,0.08374924246541512,0.17138265472398728
0.001,-0.2299804064804355,0.09475079501183657,0.08824422803541007,0.08805971715947485,0.17495561949313226
0.001,-0.22689224470293012,0.09923806281066329,0.0927064959211126,0.09248691644897528,0.1785539249891102
0.001,-0.22380408292542125,0.10383434999688615,0.09728770275395326,0.09702782774379125,0.1821760916646284
0.001,-0.22071592114791236,0.1085368564951541,0.10198509119088817,0.10167909068605821,0.18582058985406122
0.001,-0.21762775937040346,0.11334253169869193,0.10679561090236217,0.10643700386561539,0.18948584045749137
0.001,-0.2145395975928946,0.11824808376433722,0.11171592832473802,0.11129753317049733,0.19317021570719953
0.001,-0.21145143581538922,0.12324998997819175,0.11674243777747605,0.11625632172600048,0.19687204001699724
0.001,-0.20836327403788032,0.12834450812012768,0.12187127386074101,0.12130870136508885,0.20058959091463932
0.001,-0.20527511226037143,0.1335276887489989,0.1270983250398952,0.1264497055626161,0.20432110005731532
0.001,-0.20218695048286256,0.13879538832479277,0.13241924831553098,0.13167408375655804,0.2080647543302029
0.001,-0.19909878870535366,0.1441432830791928,0.13782948487063829,0.1369763169705228,0.21181869702775877
0.001,-0.1960106269278483,0.14956688354212425,0.14332427658096633,0.14235063464400954,0.21558102911733731
0.001,-0.19292246515033942,0.1550615496289911,0.1488986832702479,0.14779103256987638,0.21934981058456254
0.001,-0.18983430337283053,0.16062250619125493,0.15454760058867,0.15329129183223794,0.22312306185962322
0.001,-0.18674614159532163,0.16624485893192747,0.16026577839131242,0.15884499863308857,0.22689876532363756
0.001,-0.18365797981781276,0.17192361058736294,0.16604783949239993,0.16444556489155723,0.2306748668939161
0.001,-0.1805698180403074,0.17765367727741488,0.17188829867189204,0.17008624949664022,0.2344492776868596
0.001,-0.1774816562627985,0.1834299049276061,0.1777815818126344,0.17576018009206137,0.2382198757570606
0.001,-0.1743934944852896,0.18924708566915632,0.18372204504897016,0.18146037527057543,0.24198450791091616
0.001,-0.17130533270778073,0.1950999741259465,0.18970399381173925,0.1871797670549911,0.24574099159303966
0.001,-0.16821717093027183,0.20098330350109778,0.19572170165911051,0.1929112235436508,0.2494871168434374
0.001,-0.16512900915276646,0.20689180138025606,0.20176942878840257,0.19864757159981236,0.2532206483233341
0.001,-0.1620408473752576,0.21282020517360611,0.2078414401303633,0.20438161946680472,0.2569393274073637
0.001,-0.1589526855977487,0.21876327712387386,0.21393202293418537,0.21010617919393548,0.2606408743395934
0.001,-0.1558645238202398,0.2247158188134945,0.2200355037592552,0.21581408876234517,0.2643229904508347
0.001,-0.15277636204273093,0.2306726851100523,0.22614626479726657,0.22149823380443517,0.2679833604343909
0.001,-0.14968820026522556,0.2366287974954637,0.23225875945667188,0.22715156881592832,0.2716196546773209
0.001,-0.14660003848771666,0.24257915673083796,0.23836752714983364,0.23276713776546096,0.2752295316441465
0.001,-0.14351187671020776,0.2485188548154422,0.24446720723159407,0.23833809401280678,0.2788106403097073
0.001,-0.1404237149326989,0.2544430862048578,0.25055255204672433,0.2438577194538022,0.2823606226378681
0.001,-0.13733555315519,0.2603471582598228,0.25661843905187637,0.2493194428168962,0.28587711610250777
0.001,-0.13424739137768463,0.2662265009037715,0.2626598819860368,0.25471685704372543,0.28935775624717003
0.001,-0.13115922960017576,0.2720766754732143,0.26867204107146775,0.2600437356936587,0.29280017927963864
0.001,-0.12807106782266686,0.27789338275118275,0.274650232234658,0.26529404831980574,0.2962020246974997
0.001,-0.12498290604515798,0.28367247017973984,0.28058993534433796,0.2704619747719288,0.29956093794078875
0.001,-0.1218947442676491,0.28940993825295447,0.2864868014702498,0.27554191838921155,0.3028745730675799
0.001,-0.11880658249014371,0.2951019460968864,0.2923366591729026,0.2805285180536236,0.30614059544836064
0.001,-0.11571842071263483,0.30074481624792715,0.2981355198404491,0.28541665908215513,0.30935668447495096
0.001,-0.11263025893512595,0.306335038645121,0.3038795820940743,0.2902014829434515,0.3125205362795754
0.001,-0.10954209715761706,0.3118692738562062,0.30956523528836133,0.2948783957917123,0.3156298664597583
0.001,-0.10645393538010818,0.3173443555605728,0.3151890621371736,0.2994430758173982,0.3186824128045276
0.001,-0.1033657736026028,0.32275729231555855,0.3207478404994736,0.3038914794209672,0.32167593801743255
0.001,-0.10027761182509391,0.3281052686352859,0.32623854436271393,0.3082198462220852,0.32460823243184744
0.001,-0.09718945004758503,0.3333856454134708,0.3316583440639893,0.3124247029225058,0.3274771167139271
0.001,-0.09410128827007615,0.33859595972379136,0.3370046057915307,0.3165028660464605,0.33028044454868666
0.001,-0.09101312649256726,0.3437339240327767,0.3422748904105789,0.3204514435872591,0.3330161053045444
0.001,-0.08792496471506188,0.3487974248615145,0.3474669516590076,0.32426783559352684,0.3356820266717373
0.001,-0.084836802937553,0.35378452093328483,0.35257873375883797,0.3279497337326747,0.3382761772700263
0.001,-0.08174864116004411,0.3586934408447267,0.35760836849002403,0.33149511987284425,0.34079656922106877
0.001,-0.07866047938253523,0.3635225802984694,0.3625541717730761,0.3349022637280045,0.3432412606809725
0.001,-0.07557231760502635,0.3682704989349484,0.3674146398065221,0.33816971961356795,0.34560835832848125
0.001,-0.07248415582752098,0.37293591680094473,0.372188444804647,0.3412963223623739,0.34789601980435403
0.001,-0.06939599405001208,0.3775177104917516,0.37687443037999474,0.34428118245285266,0.3501024560975589
0.001,-0.0663078322725032,0.3820149090030846,0.38147160661381,0.34712368040265784,0.3522259338739237
0.001,-0.06321967049499432,0.38642668932800817,0.38597914485638096,0.3498234604823207,0.3542647777430569
0.001,-0.06013150871748543,0.3907523718328774,0.39039637229745827,0.352380423804107,0.3562173724593552
0.001,-0.057043346939980054,0.39499141544518385,0.39472276634530296,0.3547947208417104,0.35808216505306567
0.001,-0.05395518516247117,0.3991434126847284,0.3989579488510426,0.35706674343644096,0.35985766688748094
0.001,-0.05086702338496228,0.4032080845681061,0.4031016802129717,0.3591971163452169,0.36154245563842274
0.001,-0.0477788616074534,0.40718527541494853,0.4071538533935746,0.3611866883851574,0.3631351771923726
0.001,-0.044690699829944516,0.4110749475827815,0.4111144878798113,0.36303652322859536,0.36463454745967405
0.001,-0.04160253805243914,0.4148771761556745,0.4149837236152135,0.36474788990123697,0.36603935409941946
0.001,-0.038514376274930255,0.4185921436102708,0.4187618149302368,0.3663222530348132,0.3673484581527856
0.001,-0.035426214497421366,0.42222013448100876,0.4224491244951393,0.367761262923941,0.36856079558171506
0.001,-0.03233805271991248,0.4257615300448344,0.4260461173177652,0.369066745435209,0.36967537871006556
0.001,-0.029249890942403597,0.4292168030439273,0.4295533548064257,0.3702406918144956,0.37069129756447056
0.001,-0.02616172916489822,0.43258651246339863,0.43297148891621423,0.37128524843650085,0.37160772111237256
0.001,-0.02307356738738934,0.4358712983793849,0.43630125639517464,0.3722027065382738,0.3724238983948749
0.001,-0.019985405609880453,0.4390718768913245,0.439543473144847,0.37299549197622006,0.37313915955223553
0.001,-0.016897243832371567,0.4421890351508523,0.4426990287080919,0.3736661550437563,0.3737529167400636
0.001,-0.013809082054862682,0.4452236264982247,0.445768880895297,0.374217360384336,0.37426466493444716
0.001,-0.010720920277357307,0.4481765657158557,0.4487540505585624,0.374651877032153,0.3746739826244766
0.001,-0.007632758499848422,0.45104882440730265,0.4516556165219682,0.37497256861037065,0.37498053239083423
0.001,-0.004544596722339537,0.45384142650871145,0.45447471067455836,0.375182383714259,0.3751840613693325
0.001,-0.0014564349448306516,0.4565554439386887,0.4572125132314864,0.37528434650420234,0.375284401598518
0.001,0.0016317268326782337,0.45919199239140657,0.4598702481674295,0.37528154753110887,0.3752814702506655
0.001,0.004719888610183608,0.4617522272767374,0.46244917882532244,0.3751771348144001,0.37517526974572063
0.001,0.007808050387692493,0.46423733981033993,0.46495060370241753,0.3749743051904352,0.37496588774796996
0.001,0.01089621216520138,0.4666485532556276,0.4673758524146708,0.3746762959469779,0.3746534970454472
0.001,0.013984373942710264,0.4689871193188934,0.46972628183968795,0.37428637675713267,0.37423835531230515
0.001,0.017072535720219148,0.47125431469797413,0.47200327243757517,0.37380784192407457,0.3737208047546126
0.001,0.020160697497724523,0.4734514377842978,0.47420822474839347,0.37324400294588894,0.37310127164025814
0.001,0.02324885927523341,0.47557980551745743,0.4763425560642723,0.3725981814079059,0.37238026571385974
0.001,0.026337021052742295,0.47764075039094395,0.4784076972736324,0.37187370220810456,0.37155837949781667
0.001,0.02942518283025118,0.479635617607191,0.4804050898745558,0.37107388711941225,0.3706362874808292
0.001,0.032513344607760064,0.48156576237959453,0.4823361831538158,0.37020204869111817,0.3696147451954545
0.001,0.03560150638526544,0.4834325473788614,0.48420243152776504,0.36926148449009205,0.3684945881864596
0.001,0.038689668162774325,0.4852373403206199,0.4860052920409445,0.3682554716810694,0.36727673087193824
0.001,0.04177782994028321,0.486981511691,0.48774622201797924,0.36718726194398044,0.3659621652993827
0.001,0.0448659917177921,0.4886664326066166,0.4894266768641693,0.3660600767250443,0.36455195979905386
0.001,0.04795415349530098,0.49029347280515984,0.491048108009936,0.3648771028172832,0.3630472575372283
0.001,0.05104231527280635,0.4918639987626842,0.4926119609941912,0.3636414882650775,0.36144927497205737
0.001,0.05413047705031524,0.4933793719334671,0.49411967368158927,0.3623563385864721,0.3597593002149494
0.001,0.057218638827824124,0.49484094710827603,0.4955726746085233,0.3610247133061551,0.35797869130059107
0.001,0.060306800605333014,0.4962500708867767,0.49697238145274747,0.35964962279125584,0.35610887436882316
0.001,0.0633949623828419,0.4976080802597395,0.49832019962143875,0.3582340253815254,0.35415134176180485
0.001,0.06648312416034727,0.4989163012967156,0.49961752095255774,0.356780824804882,0.3521076500400105
0.001,0.06957128593785615,0.500176047934837,0.5008657225244041,0.35529286786883363,0.3499794179207363
0.001,0.07265944771536505,0.5013886208643541,0.5020661655682859,0.3537729424179314,0.34776832414297354
0.001,0.07574760949287393,0.5025553065066767,0.503220194479349,0.3522237755470287,0.3454761052625392
0.001,0.07883577127038281,0.5036773760805664,0.5043291359206415,0.35064803205993067,0.3431045533815505
0.001,0.08192393304788818,0.5047560847523558,0.505394298015621,0.34904831316279455,0.34065551381638237
0.001,0.08501209482539707,0.5057926708660033,0.5064169696244208,0.34742715538152164,0.3381308827083365
0.001,0.08810025660290596,0.5067883552489431,0.5073984196992829,0.345787029692339,0.33553260458138817
0.001,0.09118841838041485,0.5077443405897935,0.5083398967147357,0.3441303408546943,0.3328626698513486
0.001,0.09427658015792373,0.5086618108840204,0.5092426281681857,0.34245942693567416,0.3301231122909433
0.001,0.0973647419354291,0.5095419309438137,0.5101078201467514,0.34077655901519616,0.3273160064552986
0.001,0.10045290371293798,0.5103858459685263,0.5109366569563067,0.33908394106133155,0.32444346507236893
0.001,0.10354106549044688,0.5111946811721014,0.5117303008088296,0.33738370996530687,0.321507636402931
0.001,0.10662922726795576,0.5119695414641149,0.5124898915643218,0.3356779357258383,0.3185107015746798
0.001,0.10971738904546464,0.5127115111810668,0.5132165465236851,0.3339686217727331,0.315454871895083
0.001,0.11280555082297002,0.5134216538647748,0.5139113602690999,0.332257705419882,0.3123423861475855
0.001,0.1158937126004789,0.5141010120847765,0.5145754045485947,0.33054705843802407,0.30917550787574566
0.001,0.1189818743779878,0.5147506073017916,0.5152097282016262,0.32883848773797586,0.3059565226599311
0.001,0.12207003615549668,0.5153714397694255,0.5158153571226527,0.3271337361552364,0.30268773539105387
0.001,0.12515819793300556,0.5159644884713815,0.5163932942598011,0.3254344833272516,0.29937146754590177
0.001,0.12824635971051093,0.5165307110916066,0.5169445196458745,0.3237423466548938,0.2960100544685099
0.001,0.13133452148801983,0.5170710440148716,0.517469990459081,0.32205888234003316,0.2926058426619497
0.001,0.1344226832655287,0.5175864023554182,0.5179706411109853,0.32038558649144266,0.2891611870949265
0.001,0.1375108450430376,0.5180776800114407,0.5184473833593245,0.3187238962915413,0.28567844852736335
0.001,0.14059900682054646,0.5185457497432187,0.5189011064434379,0.31707519121688005,0.2821599908592012
0.001,0.14368716859805186,0.51899146327287,0.519332677240189,0.3154407943055694,0.2786081785064709
0.001,0.14677533037556073,0.5194156514037991,0.519742940438369,0.31382197346518004,0.27502537380859815
0.001,0.14986349215306963,0.5198191241579679,0.5201327187296755,0.31221994281501103,0.2714139344708661
0.001,0.1529516539305785,0.5202026709292571,0.5205028130144815,0.31063586405688554,0.26777621104571253
0.001,0.1560398157080874,0.5205670606512823,0.520854002620696,0.30907084786901307,0.2641145444565498
0.001,0.15912797748559276,0.5209130419780575,0.5211870455341246,0.3075259553177375,0.26043126356759316
0.001,0.16221613926310166,0.5212413434760742,0.5215026786388309,0.3060021992822963,0.25672868280304273
0.001,0.16530430104061053,0.5215526738263572,0.5218016179660859,0.30450054588805114,0.25300909981891107
0.001,0.16839246281811943,0.5218477220352238,0.5220845589505864,0.30302191594387784,0.24927479323049545
0.001,0.1714806245956283,0.5221271576524702,0.5223521766926952,0.30156718637975005,0.2455280203984913
0.001,0.1745687863731337,0.5223916309958321,0.5226051262255424,0.3001371916807831,0.24177101527650355
0.001,0.17765694815064256,0.5226417733806338,0.5228440427858982,0.29873272531427325,0.23800598632255743
0.001,0.18074510992815146,0.5228781973535641,0.5230695420877949,0.29735454114654797,0.23423511447713063
0.001,0.18383327170566033,0.5231014969296469,0.5232822205979494,0.2960033548466305,0.23046055120991757
0.001,0.18692143348316922,0.5233122478314681,0.5234826558120986,0.2946798452740094,0.22668441663751795
0.001,0.1900095952606746,0.5235110077298246,0.5236714065314161,0.2933846558479926,0.22290879771398814
0.001,0.1930977570381835,0.5236983164849988,0.5238490131382411,0.2921183958963349,0.21913574649602147
0.001,0.19618591881569236,0.5238746963879014,0.5240159978704025,0.29088164198106103,0.21536727848444132
0.001,0.19927408059320126,0.5240406524004049,0.5241728650934699,0.2896749391995377,0.21160537104336422
0.001,0.20236224237071013,0.5241966723942024,0.5243201015703147,0.2884988024590857,0.20785196189837052
0.001,0.2054504041482155,0.5243432273875908,0.5244581767274065,0.2873537177235548,0.2041089477147605
0.001,0.2085385659257244,0.5244807717796232,0.5245875429173138,0.28624014323044855,0.20037818275680283
0.001,0.2116267277032333,0.5246097435810823,0.5247086356769172,0.2851585106773583,0.19666147762879566
0.001,0.21471488948074216,0.5247305646418118,0.5248218739808822,0.2841092263765586,0.1929605980984427
0.001,0.21780305125825106,0.524843640873927,0.524927660489972,0.2830926723767918,0.18927726400302747
0.001,0.22089121303575643,0.5249493624705053,0.5250263817938128,0.28210920755136315,0.18561314823861783
0.001,0.22397937481326533,0.5250481041193399,0.5251184086477602,0.28115916865177965,0.18196987583237126
0.001,0.2270675365907742,0.5251402252114117,0.5252040962035345,0.2802428713262917,0.17834902309793327
0.001,0.2301556983682831,0.5252260700437404,0.5252837842333298,0.2793606111027498,0.17475211687361833
0.001,0.23324386014579196,0.525305968016291,0.5253577973471202,0.2785126643353173,0.17118063384305718
0.001,0.23633202192329733,0.5253802338226601,0.5254264452029078,0.2776992891146318,0.16763599993775746
0.001,0.23942018370080623,0.5254491676342643,0.5254900227096916,0.27692072614108565,0.16411958982088415
0.001,0.24250834547831512,0.525513055277802,0.5255488102229349,0.27617719956097364,0.16063272645150203
0.001,0.245596507255824,0.5255721684057351,0.5256030737323519,0.2754689177652855,0.15717668072824717
0.001,0.2486846690333329,0.525626764659603,0.5256530650418294,0.2747960741510014,0.1537526712114032
0.001,0.25177283081083823,0.5256770878259662,0.525699021941332,0.2741588478447781,0.15036186392215053
0.001,0.25486099258834716,0.5257233679848035,0.5257411683706454,0.2735574043889518,0.1470053722176371
0.001,0.257949154365856,0.5257658216501857,0.5257797145748266,0.27299189638983434,0.14368425674048102
0.001,0.2610373161433649,0.5258046519031081,0.5258148572512451,0.2724624641282826,0.14039952544106915
0.001,0.2641254779208738,0.5258400485163,0.5258467796881121,0.2719692361325711,0.13715213367104798
0.001,0.2672136396983792,0.5258721880709163,0.5258756518943972,0.2715123297136024,0.1339429843462277
0.001,0.27030180147588806,0.525901234064975,0.5259016307210529,0.2710918514625086,0.13077292817702657
0.001,0.27338996325339693,0.5259273370134443,0.5259248599734697,0.2707078977107195,0.1276427639645756
0.001,0.27647812503090585,0.5259506345398749,0.5259454705150933,0.2703605549525622,0.12455323896038832
0.001,0.2795662868084147,0.525971251459486,0.5259635803621444,0.27004990023048153,0.1215050492875619
0.001,0.2826544485859201,0.5259892998536224,0.5259792947693902,0.269776001482963,0.11849884042132908
0.001,0.28574261036342896,0.5260048791355123,0.525992706306921,0.26953891785524076,0.11553520772672711
0.001,0.2888307721409379,0.5260180761072487,0.5260038949278903,0.2693386999728756,0.11261469705115727
0.001,0.29191893391844675,0.5260289650079331,0.5260129280271874,0.2691753901782737,0.1097378053694457
0.001,0.2950070956959556,0.5260376075529313,0.526019860491011,0.26904902273022135,0.10690498147909025
0.001,0.298095257473461,0.5260440529641767,0.5260247347373226,0.2689596239664937,0.10411662674327533
0.001,0.30118341925096986,0.526048337991488,0.5260275807471583,0.26890721242959176,0.10137309587920879
0.001,0.3042715810284788,0.5260504869248482,0.526028416086786,0.26889179895564796,0.09867469778937227
