u,rank_by_modulus,real,imag,modulus,condition_number
1.65,9,-0.043071234572154976,0.0,0.043071234572154976,273.96636425442546
1.65,10,0.004081000569771932,0.03144684265831732,0.03171054207716173,613.4821628926588
1.65,11,0.004081000569771932,-0.03144684265831732,0.03171054207716173,613.4821628926588
1.65,12,0.006270076099957535,0.0,0.006270076099957535,39789.449675350406
1.655,1,-0.7208564076381995,0.0,0.7208564076381995,2.8540134715302474
1.655,2,0.17755077940096148,0.5766835943681882,0.603397254948431,2.817684092792948
1.655,3,0.17755077940096148,-0.5766835943681882,0.603397254948431,2.817684092792948
1.655,4,-0.2772919563727413,0.0716450157085019,0.2863980400507199,22.527822548102193
1.655,5,-0.2772919563727413,-0.0716450157085019,0.2863980400507199,22.527822548102193
1.655,6,0.12721919793586545,0.11204532861961591,0.1695254552830419,34.91565891449542
1.655,7,0.12721919793586545,-0.11204532861961591,0.1695254552830419,34.91565891449542
1.655,8,0.06156606911765394,0.0,0.06156606911765394,136.5081968022987
1.655,9,-0.04287885122587311,0.0,0.04287885122587311,257.5837637512052
1.655,10,0.0033099767249697995,0.02907032086263509,0.02925815272665721,693.854558703782
1.655,11,0.0033099767249697995,-0.02907032086263509,0.02925815272665721,693.854558703782
1.655,12,0.00773571826349613,0.0,0.00773571826349613,10473.784067955883
1.6600000000000001,1,-0.6950461543850002,0.0,0.6950461543850002,3.5428316206509955
1.6600000000000001,2,0.17902299201290206,0.578895805756917,0.6059452001560882,2.7191192089490364
1.6600000000000001,3,0.17902299201290206,-0.578895805756917,0.6059452001560882,2.7191192089490364
1.6600000000000001,4,-0.33901669363418435,0.0,0.33901669363418435,31.803487307285927
1.6600000000000001,5,-0.24256923790725599,0.0,0.24256923790725599,44.35589487886255
1.6600000000000001,6,0.12224828308341469,0.1026387212172433,0.1596225228780503,40.09833205329097
1.6600000000000001,7,0.12224828308341469,-0.1026387212172433,0.1596225228780503,40.09833205329097
1.6600000000000001,8,0.07154464433458753,0.0,0.07154464433458753,110.92556905268506
1.6600000000000001,9,-0.0436066253085939,0.0,0.0436066253085939,249.46401945613667
1.6600000000000001,10,0.0026377048898138617,0.026383287204595735,0.02651481342204642,820.7765222389299
1.6600000000000001,11,0.0026377048898138617,-0.026383287204595735,0.02651481342204642,820.7765222389299
1.6600000000000001,12,0.008420258344070073,0.0,0.008420258344070073,7168.614162302241
1.665,1,-0.6628501943694045,0.0,0.6628501943694045,4.939093713946059
1.665,2,0.17969969884737158,0.5797100522694645,0.6069231635619959,2.6515763116760156
1.665,3,0.17969969884737158,-0.5797100522694645,0.6069231635619959,2.6515763116760156
1.665,4,-0.4142332535297165,0.0,0.4142332535297165,15.380590080447137
1.665,5,-0.19565587610504262,0.0,0.19565587610504262,28.971716652651523
1.665,6,0.11387558693337724,0.0942299614868133,0.1478070869113774,49.465673686114144
1.665,7,0.11387558693337724,-0.0942299614868133,0.1478070869113774,49.465673686114144
1.665,8,0.08591205374577493,0.0,0.08591205374577493,69.3431054659736
1.665,9,-0.04535843063436135,0.0,0.04535843063436135,246.40245185727576
1.665,10,0.001981239906841284,0.023859435153424688,0.023941552944805777,972.0360546818882
1.665,11,0.001981239906841284,-0.023859435153424688,0.023941552944805777,972.0360546818882
1.665,12,0.008736822268142132,0.0,0.008736822268142132,6155.076473711077
1.67,1,-0.6142626837293,0.0,0.6142626837293,10.261376324183408
1.67,2,0.17958188893656934,0.5791472189262373,0.6063506873287284,2.611374082910382
1.67,3,0.17958188893656934,-0.5791472189262373,0.6063506873287284,2.611374082910382
1.67,4,-0.48600259401113044,0.0,0.48600259401113044,17.11381753252888
1.67,5,-0.16325294477560068,0.0,0.16325294477560068,29.311978379377923
1.67,6,0.10200448164879053,0.08876542862689032,0.13521913916215414,61.625331586073074
1.67,7,0.10200448164879053,-0.08876542862689032,0.13521913916215414,61.625331586073074
1.67,8,0.10492034076309191,0.0,0.10492034076309191,18.797955894717944
1.67,9,-0.04843011233809487,0.0,0.04843011233809487,241.64109549462384
1.67,10,0.001306282686987662,0.02189453493449957,0.02193346836358413,1114.6051401294833
1.67,11,0.001306282686987662,-0.02189453493449957,0.02193346836358413,1114.6051401294833
1.67,12,0.008700644293445203,0.0,0.008700644293445203,6044.38323007434
1.675,1,0.17865755358908278,0.5772191809487887,0.6042354709131419,2.5966036440739466
1.675,2,0.17865755358908278,-0.5772191809487887,0.6042354709131419,2.5966036440739466
1.675,3,-0.5577603042737662,0.0716429580355317,0.562342662848592,10.591747817893854
1.675,4,-0.5577603042737662,-0.0716429580355317,0.562342662848592,10.591747817893854
1.675,5,-0.13244661544594521,0.0,0.13244661544594521,35.2534508436989
1.675,6,0.08949009530305976,0.08815403991173132,0.12561692525336637,67.09397643194892
1.675,7,0.08949009530305976,-0.08815403991173132,0.12561692525336637,67.09397643194892
1.675,8,0.12277619933253696,0.0,0.12277619933253696,24.808827266120883
1.675,9,-0.05373645384751894,0.0,0.05373645384751894,231.61700967377254
1.675,10,0.0005638224579579542,0.020736544002156725,0.020744207695582877,1211.8542056403664
1.675,11,0.0005638224579579542,-0.020736544002156725,0.020744207695582877,1211.8542056403664
1.675,12,0.008318151064337052,0.0,0.008318151064337052,6561.106820813919
1.6800000000000002,1,0.17690343808883274,0.573930203738739,0.6005753118229553,2.606821374766858
1.6800000000000002,2,0.17690343808883274,-0.573930203738739,0.6005753118229553,2.606821374766858
1.6800000000000002,3,-0.5627542436851498,0.11403698381681113,0.5741922783037757,6.364352092667525
1.6800000000000002,4,-0.5627542436851498,-0.11403698381681113,0.5741922783037757,6.364352092667525
1.6800000000000002,5,0.13383671905497163,0.0,0.13383671905497163,33.784952645794725
1.6800000000000002,6,0.07908682319147044,0.09036013631181603,0.12008197132296287,67.47579753344992
1.6800000000000002,7,0.07908682319147044,-0.09036013631181603,0.12008197132296287,67.47579753344992
1.6800000000000002,8,-0.09429712470657296,0.0,0.09429712470657296,90.55696385531287
1.6800000000000002,9,-0.06734466637753146,0.0,0.06734466637753146,267.25774271362917
1.6800000000000002,10,-0.00031368963258011136,0.020491876441716385,0.020494277281430523,1236.7636825980355
1.6800000000000002,11,-0.00031368963258011136,-0.020491876441716385,0.020494277281430523,1236.7636825980355
1.6800000000000002,12,0.007662101376086624,0.0,0.007662101376086624,7673.796931909342
1.685,1,0.17428581714790642,0.5692775823959169,0.5953591452874923,2.642954536253908
1.685,2,0.17428581714790642,-0.5692775823959169,0.5953591452874923,2.642954536253908
1.685,3,-0.5656541628748954,0.14087634185516895,0.5829329083798522,5.032165330909375
1.685,4,-0.5656541628748954,-0.14087634185516895,0.5829329083798522,5.032165330909375
1.685,5,0.13882796468540917,0.0,0.13882796468540917,38.75153956008701
1.685,6,0.07035408821491104,0.09343227682043063,0.11695848870604077,68.37822326223497
1.685,7,0.07035408821491104,-0.09343227682043063,0.11695848870604077,68.37822326223497
1.685,8,-0.06833498381404118,0.02921070525204846,0.07431645385907028,129.04849464816053
1.685,9,-0.06833498381404118,-0.02921070525204846,0.07431645385907028,129.04849464816053
1.685,10,-0.001369725198426857,0.0211763305222116,0.02122058249683915,1179.4384625676485
1.685,11,-0.001369725198426857,-0.0211763305222116,0.02122058249683915,1179.4384625676485
1.685,12,0.006867213681892471,0.0,0.006867213681892471,9458.74102285261
1.69,1,-0.5667279630210245,-0.1608272737989754,0.5891060991600496,4.372563458138401
1.69,2,-0.5667279630210245,0.1608272737989754,0.5891060991600496,4.372563458138401
1.69,3,0.17076046435097436,-0.5632517111878174,0.5885674356786695,2.707386302854163
1.69,4,0.17076046435097436,0.5632517111878174,0.5885674356786695,2.707386302854163
1.69,5,0.13942438956260414,0.0,0.13942438956260414,44.90940546248159
1.69,6,0.06238348732704123,0.09708567336113474,0.11540072557427038,71.65189478254327
1.69,7,0.06238348732704123,-0.09708567336113474,0.11540072557427038,71.65189478254327
1.69,8,-0.055185058861309665,0.03915774335281943,0.0676662366768796,161.62286658994324
1.69,9,-0.055185058861309665,-0.03915774335281943,0.0676662366768796,161.62286658994324
1.69,10,-0.0026181214062228455,0.022784820047522122,0.02293474622261359,1056.6276530683485
1.69,11,-0.0026181214062228455,-0.022784820047522122,0.02293474622261359,1056.6276530683485
1.69,12,0.006076163816602865,0.0,0.006076163816602865,12107.115702109135
1.695,1,-0.566118925831961,0.17665009867514417,0.5930395396152532,3.999104762145143
1.695,2,-0.566118925831961,-0.17665009867514417,0.5930395396152532,3.999104762145143
1.695,3,0.1662718349648759,0.555835679074071,0.5801720651964559,2.8042311613585658
1.695,4,0.1662718349648759,-0.555835679074071,0.5801720651964559,2.8042311613585658
1.695,5,0.13673768618926646,0.0,0.13673768618926646,54.054626025662756
1.695,6,0.05467875157866228,0.10191238254790858,0.11565422426696019,77.6005012532798
1.695,7,0.05467875157866228,-0.10191238254790858,0.11565422426696019,77.6005012532798
1.695,8,-0.04113435164033824,0.04212014913493761,0.05887394880607537,249.54551478696513
1.695,9,-0.04113435164033824,-0.04212014913493761,0.05887394880607537,249.54551478696513
1.695,10,-0.004102773239420623,0.02550213442043929,0.025830052424496944,915.2958813896979
1.695,11,-0.004102773239420623,-0.02550213442043929,0.025830052424496944,915.2958813896979
1.695,12,0.0053874099536608145,0.0,0.0053874099536608145,16005.200049466299
1.7,1,-0.5639014898768302,0.18966502509616992,0.5949434528003813,3.783771294543038
1.7,2,-0.5639014898768302,-0.18966502509616992,0.5949434528003813,3.783771294543038
1.7,3,0.1607513548919198,0.5470044302897162,0.5701358126413083,2.939856054185201
1.7,4,0.1607513548919198,-0.5470044302897162,0.5701358126413083,2.939856054185201
1.7,5,0.1315202985955643,0.0,0.1315202985955643,67.69947462594382
1.7,6,0.047625263012055774,0.10909532485989835,0.11903762255377182,82.54512993913605
1.7,7,0.047625263012055774,-0.10909532485989835,0.11903762255377182,82.54512993913605
1.7,8,-0.026961857687601155,0.0373568910789713,0.04607037096716916,566.8775381642254
1.7,9,-0.026961857687601155,-0.0373568910789713,0.04607037096716916,566.8775381642254
1.7,10,-0.005641547985385841,0.030848918309567645,0.03136052972355201,842.9412025264882
1.7,11,-0.005641547985385841,-0.030848918309567645,0.03136052972355201,842.9412025264882
1.7,12,0.0048396375310997405,0.0,0.0048396375310997405,21983.761414474342
1.705,1,-0.5601055536093694,0.20063200259971653,0.5949549828778904,3.6723531794634336
1.705,2,-0.5601055536093694,-0.20063200259971653,0.5949549828778904,3.6723531794634336
1.705,3,0.154114575034593,0.5367235002436848,0.5584115130904143,3.1237628767644567
1.705,4,0.154114575034593,-0.5367235002436848,0.5584115130904143,3.1237628767644567
1.705,5,0.04318854409531683,0.11907524982921645,0.12666556541919133,77.93105895063776
1.705,6,0.04318854409531683,-0.11907524982921645,0.12666556541919133,77.93105895063776
1.705,7,0.12438334368824887,0.0,0.12438334368824887,87.85410236102705
1.705,8,0.0005739299296699833,0.037987501578029326,0.03799183690880123,355.8625356150807
1.705,9,0.0005739299296699833,-0.037987501578029326,0.03799183690880123,355.8625356150807
1.705,10,-0.02263495327489616,0.02600504309348123,0.034476127625511374,753.2308762530973
1.705,11,-0.02263495327489616,-0.02600504309348123,0.034476127625511374,753.2308762530973
1.705,12,0.004428139344752284,0.0,0.004428139344752284,31894.291949097053
1.71,1,-0.5547271558162514,0.2100408176833909,0.593160486287729,3.6397499189614453
1.71,2,-0.5547271558162514,-0.2100408176833909,0.593160486287729,3.6397499189614453
1.71,3,0.14625678708884338,0.5249473445901048,0.5449410632001901,3.370044732668304
1.71,4,0.14625678708884338,-0.5249473445901048,0.5449410632001901,3.370044732668304
1.71,5,0.04272716982453679,0.129864540667895,0.13671287417100908,66.87587917940573
1.71,6,0.04272716982453679,-0.129864540667895,0.13671287417100908,66.87587917940573
1.71,7,0.11593019128242485,0.0,0.11593019128242485,117.23050803114091
1.71,8,0.007471998962681291,0.036875325498066214,0.03762473121613818,327.8012736690731
1.71,9,0.007471998962681291,-0.036875325498066214,0.03762473121613818,327.8012736690731
1.71,10,-0.02265016553549344,0.020517622175419838,0.030561459692209317,773.0664040999575
1.71,11,-0.02265016553549344,-0.020517622175419838,0.030561459692209317,773.0664040999575
1.71,12,0.004129273591943758,0.0,0.004129273591943758,49566.97980931574
1.715,1,-0.5477317726833546,0.21823389843871735,0.5896067581317318,3.675362323059751
1.715,2,-0.5477317726833546,-0.21823389843871735,0.5896067581317318,3.675362323059751
1.715,3,0.1370464931013565,0.511617355507434,0.5296546608194818,3.6997949899449694
1.715,4,0.1370464931013565,-0.511617355507434,0.5296546608194818,3.6997949899449694
1.715,5,0.04522488765129523,0.13967755170343277,0.14681658255434707,57.09565855182255
1.715,6,0.04522488765129523,-0.13967755170343277,0.14681658255434707,57.09565855182255
1.715,7,0.10682891360583817,0.0,0.10682891360583817,158.99286681211845
1.715,8,0.011279805585778652,0.033603405870144806,0.03544605619990249,486.4697040661821
1.715,9,0.011279805585778652,-0.033603405870144806,0.03544605619990249,486.4697040661821
1.715,10,-0.022459902917337043,0.016884812579573125,0.028098827998753184,922.349837329052
1.715,11,-0.022459902917337043,-0.016884812579573125,0.028098827998753184,922.349837329052
1.715,12,0.003913621663913065,0.0,0.003913621663913065,82957.04488418909
1.72,1,-0.5390522915557496,0.22546786213035916,0.5843056818867497,3.7777913523624442
1.72,2,-0.5390522915557496,-0.22546786213035916,0.5843056818867497,3.7777913523624442
1.72,3,0.12631591385820196,0.49665987790843247,0.5124712132577319,4.1451376831676985
1.72,4,0.12631591385820196,-0.49665987790843247,0.5124712132577319,4.1451376831676985
1.72,5,0.04938395628126661,0.14808333613384295,0.15610076738606626,49.80851141228996
1.72,6,0.04938395628126661,-0.14808333613384295,0.15610076738606626,49.80851141228996
1.72,7,0.09782125316059737,0.0,0.09782125316059737,215.49548598980812
1.72,8,0.013162708533054842,0.03004855734634226,0.032805071170820134,722.0745038909728
1.72,9,0.013162708533054842,-0.03004855734634226,0.032805071170820134,722.0745038909728
1.72,10,-0.022195216852107305,0.013885137813093095,0.02618061693697564,1206.4193662847542
1.72,11,-0.022195216852107305,-0.013885137813093095,0.02618061693697564,1206.4193662847542
1.72,12,0.003733586772970721,0.0,0.003733586772970721,156211.23183551928
1.725,1,-0.5285816160505931,0.23194958010992614,0.5772340361931437,3.953443813438745
1.725,2,-0.5285816160505931,-0.23194958010992614,0.5772340361931437,3.953443813438745
1.725,3,0.11384773016178101,0.4799850267119731,0.4933020692544105,4.756025008990868
1.725,4,0.11384773016178101,-0.4799850267119731,0.4933020692544105,4.756025008990868
1.725,5,0.05440206745987956,0.1550236577382681,0.1642921769362771,44.45622472585249
1.725,6,0.05440206745987956,-0.1550236577382681,0.1642921769362771,44.45622472585249
1.725,7,0.08966014582221958,0.0,0.08966014582221958,285.032926306414
1.725,8,0.013847270196014462,0.02692662218963962,0.030278538181771973,1021.6064804496424
1.725,9,0.013847270196014462,-0.02692662218963962,0.030278538181771973,1021.6064804496424
1.725,10,-0.022022978785639982,0.011028224233967904,0.02462992741254886,1714.599885989955
1.725,11,-0.022022978785639982,-0.011028224233967904,0.02462992741254886,1714.599885989955
1.725,12,0.0032981646234457296,4.0628104138689864e-05,0.0032984148505296926,2673904.5523456153
1.73,1,-0.5161580422686731,0.23786217894950798,0.5683287259792849,4.217674432333308
1.73,2,-0.5161580422686731,-0.23786217894950798,0.5683287259792849,4.217674432333308
1.73,3,0.0993583292748414,0.4614879108729193,0.4720626753706962,5.61159773911396
1.73,4,0.0993583292748414,-0.4614879108729193,0.4720626753706962,5.61159773911396
1.73,5,0.05983258548197656,0.16036188813346464,0.17116037348401603,40.645205028124906
1.73,6,0.05983258548197656,-0.16036188813346464,0.17116037348401603,40.645205028124906
1.73,7,0.082981765707823,0.0,0.082981765707823,357.1491318622018
1.73,8,0.013770334531839928,0.024780189157630944,0.02834924845223861,1329.5565577482582
1.73,9,0.013770334531839928,-0.024780189157630944,0.02834924845223861,1329.5565577482582
1.73,10,-0.022098256628850628,0.007892578725736451,0.02346541593444464,2731.815767690623
1.73,11,-0.022098256628850628,-0.007892578725736451,0.02346541593444464,2731.815767690623
1.73,12,0.003261062180065143,0.00045984571158680246,0.0032933242507709433,215484.1883751142
1.735,1,-0.5015388618205968,0.2433906603125896,0.5574766752463264,4.598871579632809
1.735,2,-0.5015388618205968,-0.2433906603125896,0.5574766752463264,4.598871579632809
1.735,3,0.08248274706309441,0.4410538620371832,0.44870024825153493,6.838265049632693
1.735,4,0.08248274706309441,-0.4410538620371832,0.44870024825153493,6.838265049632693
1.735,5,0.06543311509375349,0.16376938445083317,0.17635731862975573,38.245752968456
1.735,6,0.06543311509375349,-0.16376938445083317,0.17635731862975573,38.245752968456
1.735,7,0.07814335468407728,0.0,0.07814335468407728,413.1799210869874
1.735,8,0.013220803585788064,0.023947009678859748,0.027354138992360718,1523.1556047510473
1.735,9,0.013220803585788064,-0.023947009678859748,0.027354138992360718,1523.1556047510473
1.735,10,-0.022529052735217697,0.003249823997613973,0.02276224007345691,7346.569702632521
1.735,11,-0.022529052735217697,-0.003249823997613973,0.02276224007345691,7346.569702632521
1.735,12,0.003068869238220578,0.0005735674266763803,0.0031220086473680232,167010.88125653975
1.74,1,-0.4843523032225473,0.24875868439032744,0.5444979675780186,5.147856967319146
1.74,2,-0.4843523032225473,-0.24875868439032744,0.5444979675780186,5.147856967319146
1.74,3,0.06278218901699811,0.4185603469229434,0.4232426813000088,8.635429876873669
1.74,4,0.06278218901699811,-0.4185603469229434,0.4232426813000088,8.635429876873669
1.74,5,0.07101570485969695,0.16464271489645185,0.17930547650641881,37.329271200621825
1.74,6,0.07101570485969695,-0.16464271489645185,0.17930547650641881,37.329271200621825
1.74,7,0.07514015628552333,0.0,0.07514015628552333,438.7031274538443
1.74,8,-0.029321500361902866,0.0,0.029321500361902866,2491.6668824208687
1.74,9,0.012391467222360682,0.02430164844430617,0.027278536929855452,1523.2536506356264
1.74,10,0.012391467222360682,-0.02430164844430617,0.027278536929855452,1523.2536506356264
1.74,11,-0.017310481522760244,0.0,0.017310481522760244,7422.564669404098
1.74,12,0.0028059459267567796,0.00047450868205426767,0.002845784783364308,210218.64690902067
1.745,1,-0.46400571870575347,0.25430155768037505,0.5291224709179416,5.959405601796685
1.745,2,-0.46400571870575347,-0.25430155768037505,0.5291224709179416,5.959405601796685
1.745,3,0.03982715605230622,0.39381394026141797,0.39582271524438617,11.31230647253156
1.745,4,0.03982715605230622,-0.39381394026141797,0.39582271524438617,11.31230647253156
1.745,5,0.076178774751267,0.16196420946472923,0.1789849459316033,38.28485206507967
1.745,6,0.076178774751267,-0.16196420946472923,0.1789849459316033,38.28485206507967
1.745,7,0.07376480916951382,0.0,0.07376480916951382,434.108448392329
1.745,8,-0.03328887929336439,0.0,0.03328887929336439,1326.2468583139712
1.745,9,0.011452339774686886,0.025380101171760833,0.027844310402732025,1380.3769865822028
1.745,10,0.011452339774686886,-0.025380101171760833,0.027844310402732025,1380.3769865822028
1.745,11,-0.015403965614807892,0.0,0.015403965614807892,6700.662227217636
1.745,12,0.002899672258015164,0.0,0.002899672258015164,255310.09273094442
1.75,1,-0.43949836077955895,0.260652044209167,0.5109777855037702,7.22586566412722
1.75,2,-0.43949836077955895,-0.260652044209167,0.5109777855037702,7.22586566412722
1.75,3,0.013408054501523076,0.3661645247437976,0.3664099276853276,15.419200449044602
1.75,4,0.013408054501523076,-0.3661645247437976,0.3664099276853276,15.419200449044602
1.75,5,0.07974824147339132,0.15414594423306993,0.1735533178640012,42.52124845711844
1.75,6,0.07974824147339132,-0.15414594423306993,0.1735533178640012,42.52124845711844
1.75,7,0.07403645273864697,0.0,0.07403645273864697,407.4273052360672
1.75,8,-0.0365679668138308,0.0,0.0365679668138308,908.7212983739627
1.75,9,0.010619009810994812,0.02680667565283765,0.028833335376304333,1177.8794506086854
1.75,10,0.010619009810994812,-0.02680667565283765,0.028833335376304333,1177.8794506086854
1.75,11,-0.01437549986136751,0.0,0.01437549986136751,6428.956402752067
1.75,12,0.003170703856353486,0.0,0.003170703856353486,87320.4518261087
